Mean,RMS,STD,Kurtosis,Skewness,CrestFactor,Energy,Envelope_RMS,Envelope_Kurtosis,Envelope_PeakFactor,Envelope_ModulationFreq,FreqDominante,SpectralCentroid,SpectralEntropy,BandEnergy_Oilwhirl,BandEnergy_Misalign,BandEnergy_Cavitation,LocalSpectralEntropy_Mean,LocalSpectralEntropy_Std,Wavelet_Kurtosis,Harmonic_2X_to_1X_Ratio,Harmonic_3X_to_1X_Ratio,THD,Spectral_Flatness,Spectral_Spread,Frequency_Stability,Cepstral_Peak_Ratio,Quefrency_Centroid,Cepstral_Variance,Bispectrum_Peak,Phase_Coupling,NonLinear_Index,STFT_Entropy,Wavelet_Energy_L1,Wavelet_Energy_L5,Hilbert_InstFreq_Std,Label
-0.0319755677249415,0.0519655482934699,0.0409633697930795,3.01067084609639,0.0239699414089184,4.90917905607573,276.522824646754,0.0661692818081056,3.38146483640175,4.34287373730625,0.199996093826292,0,4997.05961773985,6.17253313291438,5.14945493658233e-07,5.29035394131125e-07,0.000119016261188784,6.48251241278112,0.254687276608995,2.9930352737042,1,1,1.04811441927942,0.831206072592743,3013.40247504253,1.96923076923077,6.43650335112334,1.20792184080481,8.75786029509676e-05,12822408216.103,501.192841702479,1375974.32516295,7.50445189990829,0.201728183098725,0.0125218530916561,4068.45498476715,cavitation
-0.0144226877850373,0.04551773946114,0.0431725478116839,11.1477402239865,-0.152070420629948,10.8816224772826,212.158935618788,0.0627352489950592,34.7353237528451,9.5838452778124,0.199996093826292,0,4711.65842508915,10.4576586794358,7.60644842535166e-07,2.9634945257026e-07,0.000323224780640672,6.60274527970802,0.246129906817575,3.03187686778488,1,1,0.604115501265144,0.811494413167268,2998.63224140451,2.88123821886949,43.4108644682083,1.20100835219819,8.99184900741938e-05,2655216801.5988,167.132730504788,781009.166970304,7.60547244113073,0.23064189575284,0.0151399080169763,4314.32326436713,cavitation
0.0367778758677407,0.0565215354753638,0.042919573720019,10.556058291325,0.0240691623709825,8.61040514107144,327.135638783264,0.0709701005701169,22.7244210047004,8.08921478475503,0.599988281478877,0,4721.05906138661,5.85970993151714,3.95598874469838e-07,5.97316450213142e-07,0.000461742240592081,6.41431237898682,0.302885563363036,3.02140273887129,1,1,1.09078709293794,0.804676937439629,3034.11736979658,1.70480632753594,32.9905798977876,1.20193665513332,8.88113438303248e-05,15864168703.9843,506.068067224745,1230218.35668927,7.43646913357689,0.152826362754532,0.0106808444623501,3863.43637156418,cavitation
0.0331548774011193,0.0542369428000509,0.0429233975959105,7.45179714939344,-0.0880560335613616,7.61604838239886,301.224546743909,0.0691667981603431,16.158321859863,7.42855710052028,0.199996093826292,0,4802.81762496241,6.4636609791711,4.3074376213482e-07,6.00835852818718e-07,0.000157038307594896,6.46576930968405,0.292765510452296,3.01318030392339,1,1,1.04313088545553,0.81667451824579,3001.31523578,2.18062686741575,30.1815673534382,1.20293511133003,9.0882309948163e-05,13570311031.2609,471.236558748858,1344057.14345136,7.48343736440006,0.176533175464526,0.0109954476053526,4021.46220341648,cavitation
-0.0233952783154807,0.051470351894248,0.0458462496047075,10.5040698165787,0.101995536698912,12.4888926995554,271.277785509654,0.0689278676596962,32.5616753903049,11.0400658954023,0.199996093826292,0,4725.27051667335,8.72031126431718,1.0642056480398e-06,6.03777869243931e-07,0.000460132817644872,6.53863527630598,0.258184509032474,2.9952417123679,1,1,0.827595481122414,0.813057103857912,3005.10512454793,2.58401711380642,40.9651284710343,1.20460105269717,9.44845526516067e-05,6763695557.95268,283.190029819264,1211575.04328547,7.5464623359452,0.204196786886485,0.0122594668037455,4113.36857054553,cavitation
-0.00682414277607158,0.0419998826374985,0.0414419834080223,2.98020158965309,-0.0650615688090165,5.15162561819731,180.632590496118,0.0590033693525316,3.55104107632382,5.12231555679839,0.399992187652585,0.6,4975.66044663893,10.9922851922113,1.10847022879349e-06,8.8261037444552e-07,0.00012826216131447,6.62783171947209,0.185724049853356,3.02501168472924,0.352578102812981,0.118807680723742,0.139783283011195,0.83110030664059,3011.83555112068,3.21496861914093,9.48932112850366,1.21032587855891,8.60866335856734e-05,990812213.854043,94.3495588629985,209237.017327447,7.63409315604131,0.286907661182398,0.018114580516691,4294.79207848672,cavitation
-0.0243886167478429,0.0476240543780523,0.0409055285870059,3.12978083102376,0.165833593503672,5.13056371676704,232.248376873337,0.0627797273319216,3.13719373837062,4.54843731909127,0.79998437530517,0,4982.80364638792,7.84502401262065,7.53073608334842e-07,6.44319729921606e-07,0.000107590159355461,6.52864940372551,0.208808661895819,3.01256176838451,1,1,0.911627250892293,0.828741430129775,3024.64299120157,2.80079353834667,6.87086886340505,1.21177795375232,8.6762276993595e-05,5336493781.19512,266.085479440987,691856.633985073,7.54402501991057,0.230667636123993,0.0145286520643614,4086.77659542628,cavitation
0.0254613329301205,0.0463154880876165,0.0386892695716143,3.03509581374189,-0.0366265680418937,5.00107902059262,219.66074232772,0.0603486085580492,3.44998557418484,4.81960815087027,0.199996093826292,0,4974.59923664746,7.47767993070613,7.68321323457427e-07,6.78672315871685e-07,0.0001310499734995,6.5422377571939,0.216131578135147,2.98981777193565,1,1,0.963480898616216,0.831370623559443,3010.66157338259,2.15479476885103,9.5677583219707,1.21397079682916,8.55751556697294e-05,7491122910.38083,375.954804145246,1142497.1040651,7.5581190725673,0.232580886565744,0.0143006645593452,4180.78008762112,cavitation
-0.0346995464527485,0.0540823864625071,0.0414832834615869,3.25042040287454,0.0363758282221624,5.97586204159561,299.510223409149,0.0681597079259686,3.96180380370544,5.35684727562917,0.199996093826292,0,4934.13462445546,5.53621375543385,1.02525407005726e-06,9.69925235702635e-07,0.000139950979501017,6.41533310781335,0.280263840007779,2.99483555151554,1,1,1.08002310476177,0.827251555532634,3021.80225748846,1.97142857142857,10.8770007932121,1.20871476634725,8.46263324918811e-05,15597524851.4021,564.408959822265,1475860.70825937,7.44037095185042,0.16460540339793,0.0105381844008661,3719.28894598865,cavitation
0.0433229462446062,0.0590291320570457,0.0400945938885027,3.01131879679926,-0.00579523488238707,4.75016048616023,356.806495376193,0.0713581035295644,3.15053623653982,4.50601153963744,0.599988281478877,0,4946.92683278549,4.39563610475558,4.60271415143713e-07,8.279449302101e-07,0.000138546674068045,6.34770947047008,0.30570984748818,3.01490372743188,1,1,1.18334519664281,0.827326810395651,3027.90435649532,2.19613819218729,10.4846289991088,1.21078207850649,8.5599898387885e-05,18228447638.7395,526.756693090279,852384.894054402,7.38227483161082,0.142500387391979,0.00902721314963995,3646.79797144108,cavitation
