Etat,RMS,Kurtosis,Facteur_crete,Exces_1X_dB,Exces_2X_dB,Exces_3X_dB,Exces_sous_sync_dB,Bin5Hz_vs_sain_dB,B500_1000_vs_sain_dB,B1000_1500_vs_sain_dB,B1500_2000_vs_sain_dB,B2000_2500_vs_sain_dB,Bande_HF_vs_sain_dB,Bande_mid_vs_sain_dB
Sain,0.0420619382384189,2.98005318483176,4.27940336414621,0.274247665832195,2.19897740579467,-0.68462883111951,0.555679436450704,0,0,0,0,0,0,0
Désalignement,0.20410899607917,2.13803086249386,2.64074592670542,0.160234887080273,44.1179390872172,39.2429501196654,0.42653867827324,0.00112803652162112,-0.00131373368665139,-0.00164328090515172,-0.000808389917526473,-0.00354770677069197,-0.00214483315216845,-0.00129556246303158
Déséquilibre,0.200212721294689,1.62885368228529,2.16269973855795,45.2740677222505,2.1983869217526,-0.693958273613996,0.543576779885783,0.00293207738844364,-0.000696074316014301,-0.00175831441964769,3.79080892954969e-05,-0.000403148374436092,-0.000202917006497471,-0.000792773846766257
Jeu,0.165825329582819,2.39746048199463,2.97903825213432,38.4070612653215,33.3268138125342,-0.7686434220616,41.0857034904713,0.0181010344289602,-0.000389385333314484,-0.00220276187980183,0.000146389025212754,-0.000939640650250539,-0.000424291643566977,-0.000806274958761611
Lubrification,0.238678014565169,1.60055223922332,4.10595002554129,0.314053819142082,2.11625782108277,-0.839968221082508,2.24465922600193,29.1326732073742,0.274603436201734,0.139343643845033,0.280889065233688,0.299596289867747,0.288690683354551,0.231397717288582
Cavitation,0.0454481541052558,6.83240687923919,9.30730869773835,0.124415998537722,2.18092293772632,-0.755988796764009,0.331886911762531,-0.00463837223665069,0.158576873442283,0.407678745261234,5.77903212997651,4.81140037280203,5.31441518126,2.98538936805256
Usure,0.177956277975051,3.41326738742449,5.0574220265844,22.5466973698585,16.861425061837,-0.865493458936577,-0.712851570124621,0.988993602683058,12.4275070183637,12.1606164471005,12.1634787391385,12.4258334358741,12.3011532064497,12.255471073932
Tourbillonnement d'huile,0.461123372271917,1.63874677676361,1.94091224565436,1.13851280203673,2.08660987563996,-0.794333442297978,51.5982641317537,0.962569606255488,-0.000645508556285393,0.000275842061434291,0.0012208877543579,-0.00131331502008999,-2.69608890423442e-05,0.000246501211684576
